Rent,Size,BHK,Bathroom,Furnishing Status,City
15500,600,2,2,Unfurnished,Delhi
55000,2000,4,3,Semi-Furnished,Delhi
20000,800,2,2,Semi-Furnished,Delhi
35000,170,3,2,Unfurnished,Delhi
38000,150,2,2,Unfurnished,Delhi
16000,650,2,2,Unfurnished,Delhi
50000,1250,3,3,Semi-Furnished,Delhi
9500,600,1,2,Semi-Furnished,Delhi
90000,2100,4,4,Semi-Furnished,Delhi
10000,450,1,1,Unfurnished,Delhi
25000,100,2,2,Unfurnished,Delhi
30000,650,1,1,Furnished,Delhi
12000,48,2,2,Unfurnished,Delhi
16500,550,2,2,Semi-Furnished,Delhi
4500,240,1,1,Unfurnished,Delhi
30000,700,2,2,Semi-Furnished,Delhi
12000,48,1,1,Semi-Furnished,Delhi
23000,100,2,2,Unfurnished,Delhi
70000,1901,3,3,Semi-Furnished,Delhi
5500,50,1,1,Unfurnished,Delhi
35000,1300,3,3,Semi-Furnished,Delhi
9000,145,2,2,Unfurnished,Delhi
22000,800,2,3,Unfurnished,Delhi
35000,1100,3,4,Semi-Furnished,Delhi
12000,450,1,1,Semi-Furnished,Delhi
6000,300,2,1,Unfurnished,Delhi
22000,1040,2,3,Semi-Furnished,Delhi
5000,25,1,1,Unfurnished,Delhi
20500,900,2,2,Semi-Furnished,Delhi
7500,1100,2,1,Unfurnished,Delhi
5500,380,2,2,Unfurnished,Delhi
25000,450,3,2,Semi-Furnished,Delhi
13000,550,1,1,Semi-Furnished,Delhi
5000,180,1,1,Semi-Furnished,Delhi
40000,1650,3,2,Semi-Furnished,Delhi
12500,250,1,1,Furnished,Delhi
6000,400,1,1,Unfurnished,Delhi
15500,900,2,2,Semi-Furnished,Delhi
75000,1900,3,3,Furnished,Delhi
36000,892,3,2,Unfurnished,Delhi
13000,400,1,1,Semi-Furnished,Delhi
45000,100,3,2,Unfurnished,Delhi
2000,60,2,1,Unfurnished,Delhi
28000,80,2,2,Semi-Furnished,Delhi
9000,450,2,1,Semi-Furnished,Delhi
12000,520,1,1,Semi-Furnished,Delhi
13000,350,1,1,Furnished,Delhi
11000,600,2,2,Semi-Furnished,Delhi
35000,950,3,2,Furnished,Delhi
10000,450,2,1,Semi-Furnished,Delhi
20000,450,1,1,Semi-Furnished,Delhi
25000,850,2,2,Semi-Furnished,Delhi
8000,200,1,1,Unfurnished,Delhi
150000,3000,4,4,Semi-Furnished,Delhi
36000,1500,3,3,Semi-Furnished,Delhi
12000,700,2,2,Unfurnished,Delhi
8500,530,1,1,Unfurnished,Delhi
17000,800,3,2,Unfurnished,Delhi
7500,45,1,1,Semi-Furnished,Delhi
16000,900,1,1,Furnished,Delhi
9000,450,1,1,Unfurnished,Delhi
8000,650,2,1,Unfurnished,Delhi
45000,900,2,2,Furnished,Delhi
27000,900,2,2,Furnished,Delhi
14000,120,2,2,Semi-Furnished,Delhi
14000,600,2,2,Unfurnished,Delhi
14000,615,2,2,Unfurnished,Delhi
7500,225,1,1,Semi-Furnished,Delhi
10000,800,1,1,Unfurnished,Delhi
7000,400,1,1,Semi-Furnished,Delhi
25000,800,1,2,Furnished,Delhi
9000,60,2,1,Semi-Furnished,Delhi
22000,1000,3,2,Unfurnished,Delhi
10000,75,3,1,Unfurnished,Delhi
11000,800,3,2,Unfurnished,Delhi
12500,200,1,1,Furnished,Delhi
15000,800,3,2,Unfurnished,Delhi
35000,80,2,2,Unfurnished,Delhi
35000,900,2,2,Unfurnished,Delhi
52000,1125,2,2,Furnished,Delhi
15000,900,3,2,Unfurnished,Delhi
32000,1100,2,2,Unfurnished,Delhi
11500,400,1,1,Unfurnished,Delhi
45000,713,3,3,Furnished,Delhi
16000,700,2,1,Unfurnished,Delhi
20000,1000,2,2,Semi-Furnished,Delhi
7000,54,1,1,Semi-Furnished,Delhi
85000,200,3,3,Unfurnished,Delhi
15000,200,1,1,Furnished,Delhi
22000,800,2,2,Furnished,Delhi
32000,1000,2,2,Unfurnished,Delhi
20000,500,2,2,Semi-Furnished,Delhi
35000,300,1,1,Semi-Furnished,Delhi
35000,900,2,2,Unfurnished,Delhi
65000,240,3,3,Unfurnished,Delhi
15000,650,2,2,Semi-Furnished,Delhi
12000,950,3,2,Semi-Furnished,Delhi
8000,500,1,1,Semi-Furnished,Delhi
11000,500,1,1,Semi-Furnished,Delhi
12000,450,2,2,Semi-Furnished,Delhi
140000,2800,4,4,Semi-Furnished,Delhi
24000,150,2,1,Semi-Furnished,Delhi
20000,400,1,1,Furnished,Delhi
16000,100,3,2,Furnished,Delhi
15000,400,1,1,Semi-Furnished,Delhi
28500,900,2,2,Semi-Furnished,Delhi
30000,1350,3,3,Semi-Furnished,Delhi
16000,500,1,1,Semi-Furnished,Delhi
80000,1700,3,3,Furnished,Delhi
11000,400,1,1,Unfurnished,Delhi
21000,110,2,1,Semi-Furnished,Delhi
10500,1200,3,2,Semi-Furnished,Delhi
15000,50,2,2,Semi-Furnished,Delhi
16000,100,3,2,Semi-Furnished,Delhi
45000,1000,2,2,Furnished,Delhi
6000,63,1,1,Furnished,Delhi
40000,1800,3,2,Semi-Furnished,Delhi
36000,1440,2,2,Semi-Furnished,Delhi
12000,55,2,2,Unfurnished,Delhi
45000,1500,3,3,Unfurnished,Delhi
20000,400,2,1,Unfurnished,Delhi
10000,100,3,2,Furnished,Delhi
5000,500,2,1,Unfurnished,Delhi
8000,100,2,2,Unfurnished,Delhi
13000,455,2,1,Unfurnished,Delhi
15000,80,2,1,Semi-Furnished,Delhi
7500,450,2,1,Unfurnished,Delhi
6000,400,1,1,Unfurnished,Delhi
100000,300,4,4,Unfurnished,Delhi
12000,700,2,2,Semi-Furnished,Delhi
10000,600,2,2,Semi-Furnished,Delhi
10000,800,2,2,Semi-Furnished,Delhi
12000,950,2,2,Unfurnished,Delhi
15000,450,2,1,Semi-Furnished,Delhi
10000,450,1,1,Unfurnished,Delhi
12000,68,2,1,Unfurnished,Delhi
14500,850,2,2,Unfurnished,Delhi
18500,1000,2,2,Semi-Furnished,Delhi
24000,600,1,1,Furnished,Delhi
11000,65,2,1,Unfurnished,Delhi
52000,1700,3,3,Semi-Furnished,Delhi
70000,1800,3,3,Semi-Furnished,Delhi
12000,1000,2,1,Semi-Furnished,Delhi
22000,900,2,2,Semi-Furnished,Delhi
200000,2300,4,4,Semi-Furnished,Delhi
20000,75,2,2,Unfurnished,Delhi
45000,200,3,3,Semi-Furnished,Delhi
8000,200,1,1,Unfurnished,Delhi
8000,200,1,1,Unfurnished,Delhi
9500,450,2,1,Semi-Furnished,Delhi
25000,750,2,2,Furnished,Delhi
12000,400,2,1,Unfurnished,Delhi
24000,84,2,2,Semi-Furnished,Delhi
27000,90,2,2,Unfurnished,Delhi
18000,90,2,2,Semi-Furnished,Delhi
17000,500,2,2,Semi-Furnished,Delhi
15000,75,2,2,Unfurnished,Delhi
13000,512,1,1,Furnished,Delhi
70000,1500,3,3,Semi-Furnished,Delhi
14000,446,1,1,Unfurnished,Delhi
32000,1100,3,2,Semi-Furnished,Delhi
4000,125,1,1,Unfurnished,Delhi
100000,1800,3,3,Furnished,Delhi
20000,1300,3,2,Unfurnished,Delhi
30000,2000,3,2,Semi-Furnished,Delhi
150000,1200,2,2,Furnished,Delhi
19500,125,3,2,Unfurnished,Delhi
18000,730,2,2,Unfurnished,Delhi
25000,160,2,2,Semi-Furnished,Delhi
18000,1000,2,2,Unfurnished,Delhi
10000,450,1,1,Furnished,Delhi
12000,75,2,2,Furnished,Delhi
25000,2000,3,3,Semi-Furnished,Delhi
40000,2400,4,3,Unfurnished,Delhi
30000,1800,2,2,Semi-Furnished,Delhi
29000,1800,3,3,Unfurnished,Delhi
35000,2200,3,3,Unfurnished,Delhi
21000,2200,3,2,Semi-Furnished,Delhi
31000,900,3,2,Semi-Furnished,Delhi
8000,75,2,1,Unfurnished,Delhi
15500,75,2,2,Semi-Furnished,Delhi
32000,1800,3,3,Semi-Furnished,Delhi
30000,160,3,3,Semi-Furnished,Delhi
42000,2700,4,4,Semi-Furnished,Delhi
20500,1050,3,2,Furnished,Delhi
60000,1800,3,3,Furnished,Delhi
95000,2700,2,2,Furnished,Delhi
16000,499,1,1,Semi-Furnished,Delhi
8500,450,1,1,Unfurnished,Delhi
14000,60,1,1,Unfurnished,Delhi
140000,2200,3,3,Unfurnished,Delhi
8000,130,2,1,Unfurnished,Delhi
12500,650,3,1,Semi-Furnished,Delhi
14000,100,2,1,Unfurnished,Delhi
6000,45,2,1,Unfurnished,Delhi
10000,600,2,2,Unfurnished,Delhi
15000,800,3,1,Unfurnished,Delhi
8000,1500,3,3,Unfurnished,Delhi
10000,30,1,1,Furnished,Delhi
8500,55,1,1,Unfurnished,Delhi
25000,900,2,2,Semi-Furnished,Delhi
13000,1000,2,1,Unfurnished,Delhi
6000,360,1,1,Semi-Furnished,Delhi
7000,450,1,1,Furnished,Delhi
22000,900,2,2,Semi-Furnished,Delhi
40000,1100,2,2,Furnished,Delhi
22000,700,2,2,Furnished,Delhi
4500,400,1,1,Unfurnished,Delhi
15000,950,3,2,Unfurnished,Delhi
130000,3000,3,4,Semi-Furnished,Delhi
23000,950,2,2,Unfurnished,Delhi
45000,1100,3,3,Semi-Furnished,Delhi
15000,497,1,1,Unfurnished,Delhi
13000,100,3,2,Semi-Furnished,Delhi
10000,70,2,2,Semi-Furnished,Delhi
10000,55,2,2,Unfurnished,Delhi
6500,300,1,1,Unfurnished,Delhi
7000,400,1,1,Unfurnished,Delhi
7000,500,2,2,Semi-Furnished,Delhi
17401,650,4,2,Furnished,Delhi
5500,630,1,1,Furnished,Delhi
20000,450,1,1,Unfurnished,Delhi
7000,500,2,1,Semi-Furnished,Delhi
190000,200,5,5,Unfurnished,Delhi
13000,95,2,1,Semi-Furnished,Delhi
60000,272,4,3,Furnished,Delhi
17000,800,2,2,Unfurnished,Delhi
16000,50,2,2,Unfurnished,Delhi
9500,400,1,1,Furnished,Delhi
5000,450,1,1,Unfurnished,Delhi
27000,1800,3,3,Semi-Furnished,Delhi
29000,1800,3,3,Semi-Furnished,Delhi
29000,2000,3,3,Semi-Furnished,Delhi
37000,2700,4,4,Semi-Furnished,Delhi
36000,2700,4,3,Semi-Furnished,Delhi
35000,1800,3,3,Semi-Furnished,Delhi
42000,2700,4,4,Semi-Furnished,Delhi
37000,1800,3,3,Semi-Furnished,Delhi
30000,1800,3,3,Semi-Furnished,Delhi
20000,1200,3,2,Semi-Furnished,Delhi
8500,600,1,1,Semi-Furnished,Delhi
11000,350,1,1,Furnished,Delhi
14000,100,2,2,Semi-Furnished,Delhi
55000,1800,3,3,Unfurnished,Delhi
25000,900,2,2,Semi-Furnished,Delhi
20500,1150,3,2,Unfurnished,Delhi
28000,1400,4,2,Semi-Furnished,Delhi
5000,500,1,1,Semi-Furnished,Delhi
35000,300,4,3,Semi-Furnished,Delhi
30000,1800,3,3,Semi-Furnished,Delhi
10000,500,1,1,Unfurnished,Delhi
11000,500,1,1,Unfurnished,Delhi
17000,80,2,2,Semi-Furnished,Delhi
35000,1000,2,2,Semi-Furnished,Delhi
30000,1600,3,2,Unfurnished,Delhi
30000,1800,4,4,Semi-Furnished,Delhi
13000,400,2,2,Semi-Furnished,Delhi
13000,900,2,2,Semi-Furnished,Delhi
11000,480,1,1,Unfurnished,Delhi
13000,180,1,1,Unfurnished,Delhi
33000,1000,2,2,Unfurnished,Delhi
25000,1120,3,2,Unfurnished,Delhi
70000,1800,3,3,Semi-Furnished,Delhi
30000,1200,3,2,Semi-Furnished,Delhi
9000,550,1,1,Semi-Furnished,Delhi
14500,1400,2,1,Unfurnished,Delhi
50000,1600,3,2,Semi-Furnished,Delhi
20000,650,1,1,Semi-Furnished,Delhi
15000,120,4,4,Furnished,Delhi
7500,450,2,1,Unfurnished,Delhi
13500,520,1,1,Furnished,Delhi
14000,850,1,1,Semi-Furnished,Delhi
18000,850,2,2,Semi-Furnished,Delhi
14000,585,2,1,Semi-Furnished,Delhi
65000,1600,3,2,Furnished,Delhi
22000,950,2,2,Unfurnished,Delhi
4000,120,1,1,Unfurnished,Delhi
10000,500,2,1,Semi-Furnished,Delhi
7500,200,1,1,Unfurnished,Delhi
17000,550,1,1,Semi-Furnished,Delhi
18000,650,1,1,Semi-Furnished,Delhi
70000,2800,4,4,Unfurnished,Delhi
10000,50,1,1,Furnished,Delhi
15000,550,2,1,Unfurnished,Delhi
16500,90,2,2,Semi-Furnished,Delhi
100000,2925,3,3,Semi-Furnished,Delhi
7500,150,1,1,Furnished,Delhi
6000,450,2,1,Unfurnished,Delhi
18000,750,2,2,Unfurnished,Delhi
18000,975,2,1,Semi-Furnished,Delhi
8000,106,3,1,Semi-Furnished,Delhi
14000,750,2,2,Furnished,Delhi
11000,80,2,2,Semi-Furnished,Delhi
25000,96,3,2,Unfurnished,Delhi
9000,500,1,1,Unfurnished,Delhi
47000,1550,3,2,Semi-Furnished,Delhi
20000,1000,2,2,Semi-Furnished,Delhi
6000,400,1,1,Unfurnished,Delhi
5000,450,1,1,Unfurnished,Delhi
20000,1000,2,1,Semi-Furnished,Delhi
10000,450,1,1,Unfurnished,Delhi
15000,100,3,2,Semi-Furnished,Delhi
13500,550,2,2,Semi-Furnished,Delhi
5500,400,1,1,Semi-Furnished,Delhi
14000,60,1,1,Furnished,Delhi
18000,900,4,2,Unfurnished,Delhi
20000,700,1,1,Semi-Furnished,Delhi
9300,500,2,1,Unfurnished,Delhi
80000,2000,3,3,Furnished,Delhi
7500,400,2,1,Semi-Furnished,Delhi
30000,1500,3,2,Unfurnished,Delhi
13000,70,2,1,Unfurnished,Delhi
8500,60,2,2,Unfurnished,Delhi
44300,200,3,3,Semi-Furnished,Delhi
45000,1650,2,2,Furnished,Delhi
30000,1150,2,2,Unfurnished,Delhi
40000,1800,2,2,Furnished,Delhi
530000,4000,4,5,Semi-Furnished,Delhi
12000,900,2,1,Unfurnished,Delhi
13500,700,2,1,Unfurnished,Delhi
30000,900,2,2,Unfurnished,Delhi
9500,400,1,1,Semi-Furnished,Delhi
200000,2700,4,4,Unfurnished,Delhi
30000,2000,3,3,Unfurnished,Delhi
9000,450,2,1,Unfurnished,Delhi
13000,400,2,1,Unfurnished,Delhi
7000,500,2,1,Semi-Furnished,Delhi
18000,450,1,1,Furnished,Delhi
3500,350,1,1,Unfurnished,Delhi
65000,272,4,4,Unfurnished,Delhi
19000,545,1,1,Furnished,Delhi
23000,84,2,2,Semi-Furnished,Delhi
12000,600,1,1,Furnished,Delhi
15000,75,2,2,Unfurnished,Delhi
38000,165,3,2,Semi-Furnished,Delhi
50000,1100,3,3,Unfurnished,Delhi
6500,500,1,1,Unfurnished,Delhi
35000,150,3,3,Semi-Furnished,Delhi
15000,70,2,2,Semi-Furnished,Delhi
30000,250,3,2,Semi-Furnished,Delhi
10000,70,2,2,Unfurnished,Delhi
18000,300,1,1,Semi-Furnished,Delhi
30000,1800,3,3,Semi-Furnished,Delhi
16000,400,1,1,Semi-Furnished,Delhi
22000,1250,3,2,Semi-Furnished,Delhi
9000,480,2,1,Semi-Furnished,Delhi
20200,84,2,2,Semi-Furnished,Delhi
19500,84,2,2,Semi-Furnished,Delhi
21000,600,2,2,Semi-Furnished,Delhi
20000,600,2,2,Semi-Furnished,Delhi
13000,720,2,2,Semi-Furnished,Delhi
6500,75,2,1,Unfurnished,Delhi
25000,1000,3,2,Unfurnished,Delhi
20000,900,2,2,Semi-Furnished,Delhi
33000,2200,2,2,Semi-Furnished,Delhi
18000,900,3,1,Semi-Furnished,Delhi
13000,550,1,1,Semi-Furnished,Delhi
10000,450,2,1,Furnished,Delhi
10000,470,2,2,Furnished,Delhi
23000,125,3,2,Semi-Furnished,Delhi
20000,400,1,1,Furnished,Delhi
150000,2600,4,4,Semi-Furnished,Delhi
25000,1500,3,3,Semi-Furnished,Delhi
21000,80,2,1,Semi-Furnished,Delhi
30000,1100,3,2,Semi-Furnished,Delhi
22000,1000,2,2,Semi-Furnished,Delhi
14000,800,2,2,Unfurnished,Delhi
7000,50,2,1,Furnished,Delhi
18500,1000,2,2,Semi-Furnished,Delhi
8500,550,1,1,Unfurnished,Delhi
8000,450,1,1,Unfurnished,Delhi
10000,670,2,2,Furnished,Delhi
15000,700,2,1,Semi-Furnished,Delhi
37000,125,3,2,Semi-Furnished,Delhi
90000,1872,3,3,Semi-Furnished,Delhi
12000,650,2,1,Unfurnished,Delhi
13000,550,2,2,Unfurnished,Delhi
22000,84,2,2,Semi-Furnished,Delhi
4000,90,1,2,Unfurnished,Delhi
12000,1000,2,2,Unfurnished,Delhi
9000,65,1,1,Unfurnished,Delhi
14000,75,2,1,Unfurnished,Delhi
15000,250,1,1,Furnished,Delhi
12500,900,2,2,Unfurnished,Delhi
30000,900,3,3,Semi-Furnished,Delhi
9500,650,2,2,Unfurnished,Delhi
15000,900,2,2,Semi-Furnished,Delhi
12000,800,1,1,Semi-Furnished,Delhi
8000,410,1,1,Unfurnished,Delhi
70000,1500,3,3,Furnished,Delhi
250000,2800,4,4,Unfurnished,Delhi
31500,1800,3,2,Semi-Furnished,Delhi
30000,1400,2,2,Semi-Furnished,Delhi
60000,1600,3,3,Semi-Furnished,Delhi
35000,1200,3,2,Semi-Furnished,Delhi
55000,1150,3,3,Unfurnished,Delhi
20000,110,2,1,Semi-Furnished,Delhi
6500,300,1,1,Furnished,Delhi
17000,750,2,2,Semi-Furnished,Delhi
9300,450,1,1,Semi-Furnished,Delhi
7500,410,2,1,Unfurnished,Delhi
20000,800,2,1,Furnished,Delhi
18000,120,3,3,Furnished,Delhi
15000,650,1,1,Furnished,Delhi
13000,400,2,1,Unfurnished,Delhi
20000,810,2,2,Semi-Furnished,Delhi
12000,700,3,2,Furnished,Delhi
40000,1125,2,2,Furnished,Delhi
8000,600,2,2,Unfurnished,Delhi
95000,1300,3,3,Furnished,Delhi
68000,1450,3,3,Semi-Furnished,Delhi
18000,110,3,2,Unfurnished,Delhi
130000,3500,4,6,Semi-Furnished,Delhi
150000,4000,4,7,Semi-Furnished,Delhi
75000,2500,3,4,Semi-Furnished,Delhi
110000,3000,4,5,Semi-Furnished,Delhi
150000,3500,4,6,Semi-Furnished,Delhi
10000,240,1,1,Semi-Furnished,Delhi
24000,1250,3,2,Unfurnished,Delhi
28000,1000,3,2,Semi-Furnished,Delhi
28000,900,3,2,Unfurnished,Delhi
18000,900,2,2,Semi-Furnished,Delhi
27000,1250,3,3,Unfurnished,Delhi
17000,650,2,2,Unfurnished,Delhi
350000,3200,3,4,Semi-Furnished,Delhi
25000,900,2,1,Semi-Furnished,Delhi
16500,1250,3,2,Unfurnished,Delhi
14000,60,2,2,Semi-Furnished,Delhi
18000,90,2,2,Unfurnished,Delhi
10000,55,2,1,Unfurnished,Delhi
10000,50,2,1,Unfurnished,Delhi
100000,400,4,4,Unfurnished,Delhi
25000,680,2,1,Furnished,Delhi
22999,756,2,2,Semi-Furnished,Delhi
6000,500,2,1,Unfurnished,Delhi
40000,900,2,2,Furnished,Delhi
250000,2000,3,3,Furnished,Delhi
13000,40,1,1,Furnished,Delhi
14000,100,1,1,Furnished,Delhi
20000,950,2,2,Semi-Furnished,Delhi
5500,200,1,1,Furnished,Delhi
32000,900,2,2,Furnished,Delhi
8000,750,2,1,Semi-Furnished,Delhi
25000,1400,3,3,Unfurnished,Delhi
28000,100,2,2,Semi-Furnished,Delhi
22000,100,2,2,Semi-Furnished,Delhi
21000,100,1,1,Semi-Furnished,Delhi
30000,1000,2,2,Semi-Furnished,Delhi
12000,400,1,1,Unfurnished,Delhi
15000,70,1,1,Unfurnished,Delhi
18000,450,1,1,Furnished,Delhi
18000,900,2,1,Unfurnished,Delhi
10000,42,1,1,Semi-Furnished,Delhi
16000,400,1,1,Furnished,Delhi
20000,900,2,2,Semi-Furnished,Delhi
28000,1500,4,2,Semi-Furnished,Delhi
7000,70,1,1,Semi-Furnished,Delhi
30000,450,2,1,Furnished,Delhi
15000,900,2,1,Semi-Furnished,Delhi
8000,500,1,1,Unfurnished,Delhi
9000,400,1,2,Unfurnished,Delhi
33500,150,3,2,Semi-Furnished,Delhi
9500,450,1,1,Unfurnished,Delhi
10000,540,2,1,Unfurnished,Delhi
20000,400,1,1,Furnished,Delhi
10000,450,1,1,Unfurnished,Delhi
15000,700,1,1,Unfurnished,Delhi
55000,1450,3,2,Furnished,Delhi
20000,1000,2,2,Semi-Furnished,Delhi
16000,550,2,2,Semi-Furnished,Delhi
23000,900,2,2,Furnished,Delhi
150000,300,3,3,Semi-Furnished,Delhi
25000,1100,2,2,Unfurnished,Delhi
9000,600,1,1,Semi-Furnished,Delhi
11000,450,1,1,Semi-Furnished,Delhi
11500,550,2,1,Unfurnished,Delhi
16000,1000,3,2,Unfurnished,Delhi
23000,1250,3,2,Unfurnished,Delhi
30000,1950,4,4,Semi-Furnished,Delhi
110000,1750,3,4,Semi-Furnished,Delhi
3500,25,1,1,Unfurnished,Delhi
12100,700,2,1,Unfurnished,Delhi
19000,1800,2,1,Unfurnished,Delhi
40000,1000,2,2,Furnished,Delhi
8000,200,2,1,Unfurnished,Delhi
42000,1700,3,3,Semi-Furnished,Delhi
13000,70,3,2,Semi-Furnished,Delhi
44000,1700,3,3,Semi-Furnished,Delhi
11000,450,1,1,Semi-Furnished,Delhi
40000,1350,3,3,Semi-Furnished,Delhi
150000,2550,4,4,Semi-Furnished,Delhi
13000,650,2,2,Unfurnished,Delhi
17500,650,2,2,Semi-Furnished,Delhi
14500,1250,3,3,Unfurnished,Delhi
24000,1250,3,2,Unfurnished,Delhi
30000,1000,3,2,Unfurnished,Delhi
10000,500,1,1,Semi-Furnished,Delhi
10000,500,1,1,Semi-Furnished,Delhi
90000,1550,3,3,Semi-Furnished,Delhi
280000,3800,4,5,Semi-Furnished,Delhi
32000,1150,2,2,Unfurnished,Delhi
80000,2000,3,3,Unfurnished,Delhi
5500,30,1,1,Furnished,Delhi
6000,50,1,1,Semi-Furnished,Delhi
30000,1205,3,2,Furnished,Delhi
42000,1450,3,2,Semi-Furnished,Delhi
5500,200,1,1,Unfurnished,Delhi
7000,350,2,2,Semi-Furnished,Delhi
10000,700,2,1,Unfurnished,Delhi
17000,400,1,1,Furnished,Delhi
18000,700,1,1,Semi-Furnished,Delhi
14000,1000,2,2,Semi-Furnished,Delhi
17000,450,1,1,Furnished,Delhi
27000,1200,3,2,Semi-Furnished,Delhi
25000,1200,3,2,Semi-Furnished,Delhi
23000,900,2,2,Semi-Furnished,Delhi
24500,84,2,2,Furnished,Delhi
10000,200,1,1,Unfurnished,Delhi
35000,1300,2,2,Unfurnished,Delhi
27000,1300,2,2,Furnished,Delhi
7000,200,1,1,Unfurnished,Delhi
5000,300,1,1,Semi-Furnished,Delhi
5000,550,2,1,Unfurnished,Delhi
12000,950,2,1,Semi-Furnished,Delhi
30000,750,2,2,Furnished,Delhi
25000,950,2,2,Semi-Furnished,Delhi
6000,350,1,1,Semi-Furnished,Delhi
45000,2000,3,3,Unfurnished,Delhi
40000,180,3,3,Unfurnished,Delhi
8500,60,2,1,Semi-Furnished,Delhi
16500,950,2,1,Unfurnished,Delhi
100000,1400,3,3,Semi-Furnished,Delhi
52000,200,3,2,Unfurnished,Delhi
12500,450,1,1,Furnished,Delhi
14000,600,2,2,Unfurnished,Delhi
15000,350,1,1,Unfurnished,Delhi
5000,300,1,1,Furnished,Delhi
40000,95,2,2,Semi-Furnished,Delhi
17000,550,1,1,Furnished,Delhi
15000,900,3,3,Furnished,Delhi
6000,25,1,1,Semi-Furnished,Delhi
85000,325,3,3,Unfurnished,Delhi
18000,80,2,2,Semi-Furnished,Delhi
7500,77,2,1,Unfurnished,Delhi
10000,60,2,1,Semi-Furnished,Delhi
9000,100,1,1,Furnished,Delhi
24000,1300,3,2,Semi-Furnished,Delhi
12000,500,2,2,Semi-Furnished,Delhi
10500,500,2,2,Semi-Furnished,Delhi
31000,1200,2,2,Semi-Furnished,Delhi
9000,250,1,1,Semi-Furnished,Delhi
9000,700,2,1,Semi-Furnished,Delhi
27000,1050,3,2,Unfurnished,Delhi
12500,500,2,2,Semi-Furnished,Delhi
15000,1100,2,2,Semi-Furnished,Chennai
6500,1000,2,2,Semi-Furnished,Chennai
90000,2400,3,3,Semi-Furnished,Chennai
200000,3000,3,4,Furnished,Chennai
15000,650,1,1,Semi-Furnished,Chennai
15000,1000,2,2,Semi-Furnished,Chennai
7600,700,2,2,Unfurnished,Chennai
29000,1200,3,3,Semi-Furnished,Chennai
20000,1710,3,3,Semi-Furnished,Chennai
12000,600,2,2,Furnished,Chennai
10500,1080,2,2,Unfurnished,Chennai
29000,1300,2,2,Semi-Furnished,Chennai
26000,1027,2,2,Semi-Furnished,Chennai
25000,1350,3,3,Furnished,Chennai
10000,950,2,2,Unfurnished,Chennai
14000,1300,2,2,Unfurnished,Chennai
6000,600,2,1,Unfurnished,Chennai
40000,1428,3,2,Unfurnished,Chennai
23000,920,2,2,Semi-Furnished,Chennai
10000,600,2,2,Semi-Furnished,Chennai
10000,810,2,1,Unfurnished,Chennai
15000,1200,2,2,Semi-Furnished,Chennai
11000,550,1,1,Semi-Furnished,Chennai
20000,600,2,1,Unfurnished,Chennai
15000,850,2,1,Furnished,Chennai
22000,2117,4,4,Semi-Furnished,Chennai
6000,900,2,2,Unfurnished,Chennai
20000,1000,2,2,Semi-Furnished,Chennai
6500,500,1,1,Unfurnished,Chennai
12000,800,2,1,Semi-Furnished,Chennai
27000,1550,2,3,Semi-Furnished,Chennai
15000,1500,2,2,Unfurnished,Chennai
20000,1700,3,6,Furnished,Chennai
22000,700,2,2,Semi-Furnished,Chennai
7000,400,1,1,Unfurnished,Chennai
7000,450,2,1,Semi-Furnished,Chennai
6500,500,1,1,Furnished,Chennai
9000,770,2,2,Semi-Furnished,Chennai
4500,150,1,1,Semi-Furnished,Chennai
12000,850,2,2,Unfurnished,Chennai
18000,1100,2,2,Semi-Furnished,Chennai
8000,650,2,1,Unfurnished,Chennai
5000,550,1,1,Unfurnished,Chennai
14000,1000,2,2,Unfurnished,Chennai
6500,250,1,1,Semi-Furnished,Chennai
10000,790,2,2,Semi-Furnished,Chennai
13000,600,2,2,Semi-Furnished,Chennai
11200,700,2,2,Unfurnished,Chennai
8900,550,1,1,Unfurnished,Chennai
12000,500,1,1,Unfurnished,Chennai
45000,1800,3,3,Unfurnished,Chennai
35000,1550,3,2,Semi-Furnished,Chennai
34999,1462,3,3,Semi-Furnished,Chennai
11000,970,2,2,Semi-Furnished,Chennai
150000,2300,3,3,Semi-Furnished,Chennai
15000,700,2,1,Unfurnished,Chennai
15000,674,2,2,Unfurnished,Chennai
10000,750,2,2,Unfurnished,Chennai
12000,1000,2,2,Semi-Furnished,Chennai
10000,1030,2,2,Semi-Furnished,Chennai
35000,1540,3,2,Furnished,Chennai
40000,1800,3,3,Unfurnished,Chennai
24000,1100,2,2,Unfurnished,Chennai
12000,985,2,2,Unfurnished,Chennai
30000,1200,2,2,Semi-Furnished,Chennai
10000,1200,2,2,Unfurnished,Chennai
15000,900,2,2,Unfurnished,Chennai
33000,800,2,2,Unfurnished,Chennai
9000,800,2,2,Semi-Furnished,Chennai
30000,1500,3,3,Semi-Furnished,Chennai
13000,680,2,2,Unfurnished,Chennai
15000,800,2,2,Semi-Furnished,Chennai
12000,875,2,2,Semi-Furnished,Chennai
20000,880,2,2,Semi-Furnished,Chennai
36000,1500,3,3,Semi-Furnished,Chennai
10000,950,2,2,Unfurnished,Chennai
16000,850,2,2,Semi-Furnished,Chennai
6000,700,1,1,Semi-Furnished,Chennai
22000,2000,3,2,Semi-Furnished,Chennai
6000,450,1,1,Unfurnished,Chennai
6500,400,1,1,Unfurnished,Chennai
3000,350,1,1,Unfurnished,Chennai
27000,1650,3,3,Semi-Furnished,Chennai
